country_name,year,gdp,popdensity,income_per_person,life_expectancy,total_population,m_in,m_out
New Caledonia,2015,,14.9343544858,,76.74,263118,58254,6330
New Zealand,2015,173754075210.516,17.4535718355,34186,81.4,4528526,998715,802335
Nicaragua,2015,12692562187.4933,50.5404021938,4712,78,6082032,38345,638958
Niger,2015,7142951342.4223,15.7094181732,943,61,19899120,157577,356793
Nigeria,2015,481066152870.266,200.0526609353,5727,64.6,182201962,1076442,1093644
North America,2015,19503406576740.2,19.5897275804,,,,,
North Korea,2015,,208.91385267,1390,72.1,25155317,46325,112783
Northern Mariana Islands,2015,,119.7173913043,,76.2,55070,20715,2649
Norway,2015,388314890978.609,14.225851141,64304,82,5210967,731248,193477
Not classified,2015,,,,,,,
OECD members,2015,45837975611056.6,37.3018001733,,,,,
Oman,2015,70254876462.9389,14.5090177706,48226,77.2,4490541,1752641,21333
Other small states,2015,368045669757.058,14.1084171344,,,,,
Pacific island small states,2015,8625970092.81092,36.6213551402,,,,,
Pakistan,2015,269971498118.442,245.076891345,4743,65.9,188924874,3625927,5935193
Palau,2015,287400000,46.2847826087,14315,,21291,5033,2552
Panama,2015,52132289700,52.8536588647,20485,78.2,3929141,184061,142706
Papua New Guinea,2015,,16.8248929029,2529,60.9,7619321,24647,4631
Paraguay,2015,27622778722.3986,16.7106040775,8219,74.4,6639123,152664,845373
Peru,2015,192083721355.064,24.5130234375,11903,79.5,31376670,89524,1409676
Philippines,2015,291965336390.95,337.7247711037,6876,71,100699395,155943,5316320
Poland,2015,474783393022.947,124.09618889,24787,77.6,38611794,612185,4449789
Portugal,2015,198931394033.492,112.9765065502,26437,80.8,10349803,833875,2306321
Post-demographic dividend,2015,43638412764648.8,34.8854784212,,,,,
Pre-demographic dividend,2015,1266921274053.11,42.1645739455,,,,,
Puerto Rico,2015,,391.6777903044,33604,78.5,3683238,259070,1768384
Qatar,2015,166907692307.692,192.537037037,132877,79.7,2235355,1654997,25681
Republic of Ireland,2015,238020405899.967,67.363957033,47758,81.7,4688465,746260,882022
Republic of Macedonia,2015,10086021260.9944,82.4128865979,12547,76.5,2078453,129202,516024
Republic of the Congo,2015,8553154505.83585,13.5295168375,809,60.8,77266814,381703,220501
Romania,2015,177954489851.961,86.2165326262,19203,75.2,19511324,203845,3408118
Russia,2015,1326015096948.19,8.7988005034,23038,71,143456918,11642651,10576766
Rwanda,2015,8095980013.73418,470.5985407377,1549,65.9,11609666,432675,315866
Saint Kitts and Nevis,2015,921888851.851852,213.7384615385,21896,,55572,3521,39132
Saint Lucia,2015,1436390325.92593,303.2770491803,9997,74.8,184999,8296,55414
Saint Vincent and the Grenadines,2015,751373262.962963,280.6717948718,10435,71.2,109462,4289,60424
Samoa,2015,761037916.35753,68.2784452297,5558,73.2,193228,4494,113139
San Marino,2015,,529.6833333333,40075,,31781,4540,2303
São Tomé and Príncipe,2015,,198.275,3003,68,190344,2338,35833
Saudi Arabia,2015,646001866666.667,14.6720559709,52469,79.5,31540372,9842647,270029
Senegal,2015,13779570705.7552,78.5813795253,2251,65.3,15129273,221160,586870
Serbia,2015,36513027127.6723,81.1599245369,12908,76.2,8850975,806777,964585
Seychelles,2015,1437722206.38754,204.1758241758,25684,74.1,96471,12396,11772
Sierra Leone,2015,4474689705.76783,89.404045442,2085,57.1,6453184,90246,145003
Singapore,2015,292739307535.642,7828.8571428571,80794,82,5603740,2261026,313884
Sint Maarten,2015,,1141.6764705882,,,38745,,
Slovakia,2015,86581789952.3123,112.7942522043,27204,77.6,5426258,176420,341620
Slovenia,2015,42746980843.0904,102.471102284,28550,80.9,2067526,235467,140490
Small states,2015,447702072099.465,15.221528687,,,,,
Solomon Islands,2015,1156834750.5275,20.8499821365,2047,64,583591,2005,3833
Somalia,2015,5953000000,17.1949883636,624,54.2,10787104,2113,1998764
South Africa,2015,312797576593.594,45.3032506856,12509,61.3,54490406,2722348,841120
South Asia,2015,2666094332135.22,365.5314161335,,,,,
South Asia (IDA & IBRD),2015,2666094332135.22,365.5314161335,,,,,
South Korea,2015,1377873107856.33,519.3302792769,34644,81,50293439,1283629,2345840
South Sudan,2015,9015221096.24474,,3047,56.1,12339812,821625,634613
Spain,2015,1199057336142.84,92.7975630235,32979,82.6,46121699,5849739,1251004
Sri Lanka,2015,82316172384.325,334.3326423218,10624,77.6,20715010,36850,1637385
St. Martin,2015,,583.7132352941,,,,24966,23811
Sub-Saharan Africa,2015,1572873067288,42.3814841886,,,,,
Sub-Saharan Africa (excluding high income),2015,1571434111771.14,42.3783672128,,,,,
Sub-Saharan Africa (IDA & IBRD countries),2015,1572873067288,42.3814841886,,,,,
Sudan,2015,84066770983.3333,22.1273964646,3975,67.5,40234882,481672,1890861
Suriname,2015,4877888603.80651,3.4806089744,17125,72,542975,27487,267800
Swaziland,2015,4060072443.54921,74.8238372093,6095,51.8,1286970,24455,95671
Sweden,2015,492618068568.573,24.0557544066,44892,82.1,9779426,1544951,333428
Switzerland,2015,664737543616.5,209.7119141614,56118,83,8298663,2301309,664557
Syria,2015,,100.7592060121,4637,68.2,18502413,497309,5011509
Tajikistan,2015,7853450374.0001,60.6019934267,2582,72.4,8481855,274780,589748
Tanzania,2015,44895392076.5118,60.3639873561,2571,64.1,53470420,254012,294531
Thailand,2015,395281580952.881,133.0215095226,14512,74.7,67959359,3912191,854327
The Bahamas,2015,8884441432.05624,38.7631368631,22818,73.7,388019,58298,40095
The Gambia,2015,,196.7316205534,1644,68.1,1990924,186955,89639
Togo,2015,4002723816.65721,134.3000183857,1433,61.5,7304578,255407,446982
Tonga,2015,,147.4583333333,5069,71.5,106170,1619,56524
Trinidad and Tobago,2015,27805745960.6511,265.1243664717,30113,72.4,1360088,42406,363332
Tunisia,2015,43015089722.6754,71.4971678682,11126,77.6,11253554,45715,651044
Turkey,2015,718221078308.824,102.2125306966,19360,79.2,78665830,2851301,3114471
Turkmenistan,2015,37334232257.1429,11.4346860171,15865,70,5373502,193860,242948
Turks & Caicos Islands,2015,,36.1463157895,20068,,34339,9738,1878
Tuvalu,2015,,330.5333333333,3622,,9916,111,3472
U.S. Virgin Islands,2015,,295.9257142857,,80.6,106291,55554,3407
Uganda,2015,26369242278.1637,194.6558098943,1680,61.3,39032383,702133,736017
Ukraine,2015,90615023323.7353,78.0194020576,8449,71.5,44823765,4494136,5825745
United Arab Emirates,2015,370292716133.424,109.5330502392,60749,75.4,9156963,8005345,136557
United Kingdom,2015,2848755449421.34,269.2441284669,38225,81,64715810,8493574,4917460
United States,2015,17946996000000,35.1376475553,53354,79.1,321773631,43548356,3023657
Upper middle income,2015,19732883627050.2,44.9077211556,,,,,
Uruguay,2015,53442697567.8844,19.6066449549,20438,76.8,3431555,68301,346976
Uzbekistan,2015,66732801392.6618,73.5766337565,5598,71.8,29893488,1094008,1991040
Vanuatu,2015,,21.7105824446,2912,64.9,264652,2278,8583
Venezuela,2015,,35.267936058,15753,74.8,31108083,1404256,606344
Vietnam,2015,193599379094.859,295.7519269842,5623,75.4,93447601,67490,2558678
West Bank and Gaza,2015,12677400000,734.5752491694,,,,,
World,2015,73433643553307.7,56.6273687196,,,,,
Yemen,2015,,50.821476599,3887,66,26832215,307133,1012889
Zambia,2015,22063852462.8145,21.8078895331,4034,56.7,16211767,107341,238121
Zimbabwe,2015,13892940503.5829,40.3328189221,1801,59.3,15602751,257349,856345
